FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"1276","מיטב דש פיצויים סלע","מרכזית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","12/1/2007 12:00:00 AM","כלל האוכלוסיה","כללי","עד 10% מניות","0","0.17","-0.06","-0.23","32.24","0.65","","0.52","0.52","9.43","15.95","3.05","3","2.99","-0.12","0.89","91.40","3.12","4.19","4.15","512065202","3/28/2021 12:00:00 AM"
"1276","מיטב דש פיצויים סלע","מרכזית לפיצויים","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","12/1/2007 12:00:00 AM","כלל האוכלוסיה","כללי","עד 10% מניות","0","0.05","0","-0.05","32.16","0.65","","-0.03","0.49","9.80","15.67","3.17","2.95","2.99","0","0.87","91.40","3.16","4.17","4.27","512065202","3/28/2021 12:00:00 AM"
"1280","מנורה מבטחים משתתפת בפנסיה תקציבית","מרכזית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","12/1/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.25","1","0","0.25","291.13","0.34","","1.10","1.10","11.14","24.11","3.58","4.41","5.70","-0.24","0.70","83.90","84.96","107.47","71.77","512245812","3/28/2021 12:00:00 AM"
"1280","מנורה מבטחים משתתפת בפנסיה תקציבית","מרכזית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","12/1/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","1.41","0.88","0","0.53","292.30","0.34","","0.25","1.35","12.34","24.86","3.95","4.54","5.69","0","0.71","83.90","87.57","108.41","66.20","512245812","3/28/2021 12:00:00 AM"
"1282","קופה מרכזית להשתתפות בפנסיה תקציבית של העובדים בעיריית תל-אביב יפו","מרכזית לפיצויים","אחר","חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בע""מ","202101","12/16/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0","0","0","0","0","","","","","","","","","","","","","","","513452003","3/28/2021 12:00:00 AM"
"1282","קופה מרכזית להשתתפות בפנסיה תקציבית של העובדים בעיריית תל-אביב יפו","מרכזית לפיצויים","אחר","חברה לניהול קופות גמל של העובדים בעיריית תל - אביב יפו בע""מ","202102","12/16/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0","0","0","0","0","0","","","","","","","","","","","","","","","513452003","3/28/2021 12:00:00 AM"
"1284","כלל תקציבית","מרכזית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202101","2/18/2008 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","-0.01","0","0","-0.01","4.65","0.97","","0.42","0.42","7.14","11.99","2.33","2.29","2.48","-0.72","0.80","92.10","0","0","0.31","512244146","3/28/2021 12:00:00 AM"
"1284","כלל תקציבית","מרכזית לפיצויים","אחר","כלל פנסיה וגמל בע""מ","202102","2/18/2008 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.06","0","0","0.06","4.68","0.97","","-0.47","-0.05","7.22","11.01","2.35","2.11","2.49","-0.72","0.71","92.10","0","0","0.31","512244146","3/28/2021 12:00:00 AM"
"1290","אלטשולר שחם השתלמות כללי ב'","קרנות השתלמות","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202101","12/30/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","9.14","4.77","-15.98","-11.61","1787.69","0.77","","1.42","1.42","22.49","51.94","7","8.73","7.47","2.88","1.05","84.20","1121.99","1239.93","617.83","513173393","3/28/2021 12:00:00 AM"
"1290","אלטשולר שחם השתלמות כללי ב'","קרנות השתלמות","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202102","12/30/2007 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","7.52","5.2","-14.59","-12.27","1788.28","0.77","","0.77","2.20","24.65","54.28","7.62","9.06","7.44","3.24","1.08","83.70","1301.42","1218.33","631.48","513173393","3/28/2021 12:00:00 AM"
"1294","מור מנורה מבטחים מסלול מניות","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202101","1/8/2008 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.2","0.04","0.13","0.29","70.13","0.24","1.46","1.69","1.69","21.99","55.05","6.85","9.17","14.17","0.48","0.68","91.90","68.88","52.60","21.09","512245812","3/28/2021 12:00:00 AM"
"1294","מור מנורה מבטחים מסלול מניות","תגמולים ואישית לפיצויים","מנורה מבטחים החזקות בע""מ","מנורה מבטחים פנסיה וגמל בע""מ","202102","1/8/2008 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.19","0","-0.46","-0.27","71.57","0.24","1.46","2.44","4.17","27.36","62.12","8.40","10.15","14.13","1.56","0.73","92","71.57","55.67","23.86","512245812","3/28/2021 12:00:00 AM"
"1296","הראל קופה לפנסיה תקציבית","מרכזית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","202101","1/21/2008 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.14","0.06","0","0.08","23.87","1.27","","0.83","0.83","12.78","28.82","4.09","5.20","6.03","0.36","0.79","83.10","8.92","9.12","4.78","512267592","3/28/2021 12:00:00 AM"
"1296","הראל קופה לפנסיה תקציבית","מרכזית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","202102","1/21/2008 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.16","0.05","0","0.11","24.05","1.27","","0.38","1.21","14.66","29.98","4.67","5.38","6.01","0.60","0.81","83.20","9.30","9.34","4.29","512267592","3/28/2021 12:00:00 AM"
"1304","מקפת תקציבית","מרכזית לפיצויים","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","2/18/2008 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.61","0.17","0","0.44","113.20","0.21","","0.46","0.46","11.18","19.93","3.60","3.70","4.58","-0.48","0.75","92.40","20.67","18.58","8.02","512237744","3/28/2021 12:00:00 AM"
"1304","מקפת תקציבית","מרכזית לפיצויים","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","2/18/2008 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","0.55","0.19","0","0.36","113.45","0.21","","-0.03","0.43","12.16","19.66","3.90","3.65","4.58","-0.36","0.73","92.50","20.55","18.66","7.35","512237744","3/28/2021 12:00:00 AM"
"1309","פסגות עתיד גמל מרכזית להשתתפות בפנסיה תקציבית מסלול אג""ח","מרכזית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","4/6/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.79","0.34","0.01","0.46","132.68","0.20","","0.17","0.17","5.78","9.42","1.89","1.82","2.67","-1.20","0.56","96.10","","0.63","","513765347","3/28/2021 12:00:00 AM"
"1309","פסגות עתיד גמל מרכזית להשתתפות בפנסיה תקציבית מסלול אג""ח","מרכזית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","4/6/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.73","0.32","0.01","0.42","131.77","0.20","","-0.99","-0.82","5.23","7.64","1.71","1.48","2.71","-1.32","0.41","96.10","","0.63","","513765347","3/28/2021 12:00:00 AM"
"1316","רעות קרן השתלמות אג""ח ללא מניות","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","רעות חברה לניהול קופות גמל בע""מ","202101","5/19/2008 12:00:00 AM","עובדי סקטור מסויים","אג""ח","אג""ח ללא מניות","0.31","0.49","-2.37","-2.55","77.53","-0.23","","0.49","0.49","4.19","9.90","1.38","1.91","2.72","-1.08","0.48","86.40","","11.71","7.67","510806870","3/28/2021 12:00:00 AM"
"1316","רעות קרן השתלמות אג""ח ללא מניות","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","רעות חברה לניהול קופות גמל בע""מ","202102","5/19/2008 12:00:00 AM","עובדי סקטור מסויים","אג""ח","אג""ח ללא מניות","0.32","0.44","-1.57","-1.69","75.68","-0.23","","-0.18","0.31","4.40","9.54","1.45","1.84","2.73","-0.96","0.45","86.70","3.66","11.65","6.20","510806870","3/28/2021 12:00:00 AM"
"1317","רעות קרן השתלמות - מניות ","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","רעות חברה לניהול קופות גמל בע""מ","202101","5/19/2008 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.17","0.07","-0.33","-0.23","16.95","-0.21","","0.95","0.95","20.73","45.81","6.48","7.83","12.03","0.96","0.67","90.30","16.76","11.34","5.28","510806870","3/28/2021 12:00:00 AM"
"1317","רעות קרן השתלמות - מניות ","קרנות השתלמות","הסתדרות המעו""ף, מינהל עובדי משק ופקידים ","רעות חברה לניהול קופות גמל בע""מ","202102","5/19/2008 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.16","0.05","-0.42","-0.31","17.06","-0.21","","2.35","3.32","26.26","52.30","8.08","8.78","11.99","1.92","0.74","90.30","17.21","11.81","5.59","510806870","3/28/2021 12:00:00 AM"
"1318","קרן השתלמות להנדסאים וטכנאים - מסלול מניות","קרנות השתלמות","אחר","החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בע""מ","202101","5/19/2008 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","0.3","0","0.07","0.37","7.10","0.35","","2.03","2.03","23.11","46.23","7.18","7.90","12.79","0.84","0.68","95.50","6.21","3.71","2.61","520028556","3/28/2021 12:00:00 AM"
"1318","קרן השתלמות להנדסאים וטכנאים - מסלול מניות","קרנות השתלמות","אחר","החברה לניהול קרן ההשתלמות להנדסאים וטכנאים בע""מ","202102","5/19/2008 12:00:00 AM","עובדי סקטור מסויים","מניות","מניות ","-0.18","0.04","0.39","0.17","7.34","0.35","","1.09","3.14","27.44","51.77","8.42","8.70","12.71","1.44","0.72","94.60","6.39","2.97","2.68","520028556","3/28/2021 12:00:00 AM"
"1319","ילין לפידות קרן השתלמות מסלול אג""ח","קרנות השתלמות","ילין לפידות החזקות בע""מ","ילין לפידות ניהול קופות גמל בע""מ","202101","5/19/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","1.87","1.34","-8.33","-7.8","349.33","0.75","","0.79","0.79","9.10","12.54","2.95","2.39","2.98","-0.96","0.71","86.80","0.51","32.90","42.92","513611509","3/28/2021 12:00:00 AM"
"1319","ילין לפידות קרן השתלמות מסלול אג""ח","קרנות השתלמות","ילין לפידות החזקות בע""מ","ילין לפידות ניהול קופות גמל בע""מ","202102","5/19/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","1.87","1.96","-4.51","-4.6","344.45","0.75","","-0.02","0.77","9.39","12.22","3.04","2.33","2.98","-0.72","0.70","87.30","0.92","30.23","42.28","513611509","3/28/2021 12:00:00 AM"
"1330","פסגות גדיש מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","6/15/2008 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","1.04","1.35","-5.11","-5.42","591.69","0.56","0.30","2.03","2.03","23.51","57.27","7.29","9.48","12.55","3","0.77","82.60","580.58","349.83","168.25","513765347","3/28/2021 12:00:00 AM"
"1330","פסגות גדיש מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","6/15/2008 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","1.31","1.47","-10.22","-10.38","593.04","0.56","0.30","1.97","4.04","28.89","64.40","8.83","10.45","12.47","3.84","0.83","82.50","577.62","343.52","169.20","513765347","3/28/2021 12:00:00 AM"
"1331","פסגות גדיש אגח עד 10% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","6/15/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","4.83","9.31","-45.39","-49.87","2623.09","0.53","0.15","0.75","0.75","9.65","16.88","3.12","3.17","3.52","-0.36","0.81","82.50","261.86","589.86","375.52","513765347","3/28/2021 12:00:00 AM"
"1331","פסגות גדיש אגח עד 10% מניות","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","6/15/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","4.01","7.97","-26.61","-30.57","2587.36","0.53","0.15","-0.16","0.59","10.10","16.73","3.26","3.14","3.52","-0.24","0.78","82.20","257.51","578.63","382.46","513765347","3/28/2021 12:00:00 AM"
"1332","פסגות גדיש אג""ח","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","6/15/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.45","2.43","-11.94","-13.92","516.76","0.61","0.27","0.51","0.51","7.30","11.99","2.38","2.29","3.20","-1.44","0.63","85.30","0.13","74.25","46.05","513765347","3/28/2021 12:00:00 AM"
"1332","פסגות גדיש אג""ח","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","6/15/2008 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.17","2.1","-9.52","-11.45","502.31","0.61","0.27","-0.54","-0.03","7.22","11.05","2.35","2.12","3.21","-1.32","0.56","84.80","0.13","74.87","46.06","513765347","3/28/2021 12:00:00 AM"
"1333","פסגות גדיש כספי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","6/15/2008 12:00:00 AM","כלל האוכלוסיה","שיקלי","כספית","0.47","5.9","-16.92","-22.35","257.08","0.55","0.36","0.06","0.06","0.49","0.65","0.16","0.13","0.06","-0.12","-0.97","99.60","","","","513765347","3/28/2021 12:00:00 AM"
"1333","פסגות גדיש כספי","תגמולים ואישית לפיצויים","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","6/15/2008 12:00:00 AM","כלל האוכלוסיה","שיקלי","כספית","-0.26","1.31","-5.84","-7.41","249.65","0.55","0.36","-0.01","0.05","0.47","0.63","0.16","0.13","0.06","-0.12","-1.01","98.90","","","","513765347","3/28/2021 12:00:00 AM"
"1334","הראל גמל שקלי טווח קצר","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","202101","7/1/2008 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.7","0.53","-12.32","-12.15","240.97","0.48","0.27","0.06","0.06","0.95","1.81","0.32","0.36","0.15","0","0.77","98.60","0","0.99","0.75","512267592","3/28/2021 12:00:00 AM"
"1334","הראל גמל שקלי טווח קצר","תגמולים ואישית לפיצויים","הראל השקעות בביטוח ושירותים פיננסיים בע""מ","הראל פנסיה וגמל בע""מ","202102","7/1/2008 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.12","0.9","-10.16","-10.94","229.95","0.48","0.27","-0.01","0.05","0.93","1.81","0.31","0.36","0.15","0","0.75","98.60","0","0.75","0.75","512267592","3/28/2021 12:00:00 AM"
