FUND_ID,FUND_NAME,FUND_CLASSIFICATION,CONTROLLING_CORPORATION,MANAGING_CORPORATION,REPORT_PERIOD,INCEPTION_DATE,TARGET_POPULATION,SPECIALIZATION,SUB_SPECIALIZATION,DEPOSITS,WITHDRAWLS,INTERNAL_TRANSFERS,NET_MONTHLY_DEPOSITS,TOTAL_ASSETS,AVG_ANNUAL_MANAGEMENT_FEE,AVG_DEPOSIT_FEE,MONTHLY_YIELD,YEAR_TO_DATE_YIELD,YIELD_TRAILING_3_YRS,YIELD_TRAILING_5_YRS,AVG_ANNUAL_YIELD_TRAILING_3YRS,AVG_ANNUAL_YIELD_TRAILING_5YRS,STANDARD_DEVIATION,ALPHA,SHARPE_RATIO,LIQUID_ASSETS_PERCENT,STOCK_MARKET_EXPOSURE,FOREIGN_EXPOSURE,FOREIGN_CURRENCY_EXPOSURE,MANAGING_CORPORATION_LEGAL_ID,CURRENT_DATE
"7233","אינפיניטי גמל מסלול לבני 60 ומעלה","תגמולים ואישית לפיצויים","אינפיניטי ניהול תיקי השקעות (בישראל ובעולם) בע""מ","אינפיניטי ניהול השתלמות וגמל בע""מ","202102","12/16/2015 12:00:00 AM","כלל האוכלוסיה","מדרגות","60 ומעלה","0.02","0","-0.15","-0.13","20.96","0.65","0.52","0.31","0.97","8.27","16.17","2.68","3.04","5.04","-0.96","0.55","93.70","4.39","2.89","2.19","513621110","3/28/2021 12:00:00 AM"
"7240","קופת גמל כלנית לבני 60 ומעלה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","12/16/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","0.04","0","-0.01","0.03","6.34","0.24","0","0.82","0.82","7.91","17.33","2.57","3.25","4.13","-0.24","0.68","96.90","1.23","0.92","0.84","512711409","3/28/2021 12:00:00 AM"
"7240","קופת גמל כלנית לבני 60 ומעלה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","12/16/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","0.04","0","0.19","0.23","6.56","0.24","0","-0.06","0.76","8.79","16.62","2.85","3.12","4.13","-0.24","0.66","97","1.24","0.93","0.76","512711409","3/28/2021 12:00:00 AM"
"7242","קופת גמל גל לבני 50 ומטה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","12/23/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0.23","0","-0.06","0.17","45.74","0.23","","1.23","1.23","11.96","28.49","3.84","5.14","7.84","0.12","0.64","96.30","23.69","15.60","10.95","512711409","3/28/2021 12:00:00 AM"
"7242","קופת גמל גל לבני 50 ומטה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","12/23/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0.49","0","-0.2","0.29","46.24","0.23","","0.48","1.72","14.91","28.61","4.74","5.16","7.84","0.12","0.65","96.50","24.15","16.14","10.82","512711409","3/28/2021 12:00:00 AM"
"7243","קופת גמל גל לבני 50 עד 60","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","12/23/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","7.6","0.95","-5.14","1.51","1923.14","0.24","","1.01","1.01","12.77","26.44","4.09","4.80","6.12","0.60","0.75","86.60","710.06","627.54","438.58","512711409","3/28/2021 12:00:00 AM"
"7243","קופת גמל גל לבני 50 עד 60","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","12/23/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","1.22","3.23","-6.03","-8.04","1929.03","0.24","","0.77","1.79","15.09","28.82","4.80","5.20","6.09","1.08","0.80","86.50","783.73","703.34","439.81","512711409","3/28/2021 12:00:00 AM"
"7244","קופת גמל גל לבני 60 ומעלה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","12/23/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","0.01","0","-0.01","0","3.80","0.23","","0.76","0.76","7.43","16.42","2.42","3.09","4.12","-0.36","0.65","97.10","0.74","0.55","0.50","512711409","3/28/2021 12:00:00 AM"
"7244","קופת גמל גל לבני 60 ומעלה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","12/23/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","60 ומעלה","0.02","0","0.48","0.5","4.28","0.23","","-0.19","0.57","8.23","16.33","2.67","3.07","4.12","-0.36","0.64","97.50","0.81","0.59","0.46","512711409","3/28/2021 12:00:00 AM"
"7245","קופת גמל כלנית לבני 50 עד 60","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","12/16/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","16.13","2.17","-9.42","4.54","1836.27","0.25","0","1.05","1.05","12.78","26.64","4.09","4.84","6.20","0.60","0.75","85.60","675.18","609.15","420.61","512711409","3/28/2021 12:00:00 AM"
"7245","קופת גמל כלנית לבני 50 עד 60","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","12/16/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","50-60","-8.95","5.09","-7.81","-21.85","1828.08","0.25","0","0.80","1.86","15.17","29","4.82","5.22","6.17","1.08","0.80","85.40","744.39","680.87","422.29","512711409","3/28/2021 12:00:00 AM"
"7246","קופת גמל כלנית לבני 50 ומטה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202101","12/16/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0.28","0","-0.05","0.23","35.53","0.24","0","1.30","1.30","11.72","27.84","3.76","5.03","7.96","-0.12","0.62","96.10","18.22","11.87","8.46","512711409","3/28/2021 12:00:00 AM"
"7246","קופת גמל כלנית לבני 50 ומטה","תגמולים ואישית לפיצויים","הסתדרות המורים בישראל, אגודה עות'מאנית","גל -ניהול קופות גמל לעובדי הוראה בע""מ","202102","12/16/2015 12:00:00 AM","עובדי סקטור מסויים","מדרגות","עד 50","0.89","0","-0.63","0.26","35.94","0.24","0","0.42","1.73","14.44","28.16","4.60","5.09","7.96","-0.12","0.63","96.20","18.57","12.29","8.36","512711409","3/28/2021 12:00:00 AM"
"7253","מגדל השתלמות מסלול לבני 50 ומטה","קרנות השתלמות","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","12/1/2015 12:00:00 AM","כלל האוכלוסיה","מתמחה אחר","אוכלוסיית יעד","11.69","3.1","-1.38","7.21","441.77","0.58","","1.12","1.12","16.36","30.49","5.18","5.47","7.05","0.48","0.78","84.70","219.62","205.80","102.15","512237744","3/28/2021 12:00:00 AM"
"7253","מגדל השתלמות מסלול לבני 50 ומטה","קרנות השתלמות","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","12/1/2015 12:00:00 AM","כלל האוכלוסיה","מתמחה אחר","אוכלוסיית יעד","9.43","4.6","3.41","8.24","453.66","0.58","","0.90","2.03","19.10","32.71","6","5.82","7.03","0.96","0.82","84.70","233.38","216.31","101.29","512237744","3/28/2021 12:00:00 AM"
"7254","מגדל השתלמות מסלול לבני 50 עד 60","קרנות השתלמות","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","12/1/2015 12:00:00 AM","כלל האוכלוסיה","מתמחה אחר","אוכלוסיית יעד","3.7","1.7","1.47","3.47","189","0.56","","1","1","15","27.32","4.77","4.95","6.02","0.24","0.81","85.70","75.07","75.21","40.70","512237744","3/28/2021 12:00:00 AM"
"7254","מגדל השתלמות מסלול לבני 50 עד 60","קרנות השתלמות","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","12/1/2015 12:00:00 AM","כלל האוכלוסיה","מתמחה אחר","אוכלוסיית יעד","2.7","1.22","1.57","3.05","192.92","0.56","","0.53","1.54","16.98","28.16","5.37","5.09","6.02","0.48","0.83","85.80","80.16","79.81","40.82","512237744","3/28/2021 12:00:00 AM"
"7256","מגדל השתלמותמסלול פאסיבי כללי ","קרנות השתלמות","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202101","12/1/2015 12:00:00 AM","כלל האוכלוסיה","כללי","פאסיבי","0.37","0.2","-0.57","-0.4","47.76","0.50","","1.18","1.18","10.56","22.40","3.40","4.13","6.43","-0.96","0.61","99.40","19.27","19.03","10.96","512237744","3/28/2021 12:00:00 AM"
"7256","מגדל השתלמותמסלול פאסיבי כללי ","קרנות השתלמות","שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ","202102","12/1/2015 12:00:00 AM","כלל האוכלוסיה","כללי","פאסיבי","0.39","0.25","-3.71","-3.57","44.21","0.50","","0.02","1.20","12.02","22.94","3.86","4.22","6.43","-0.72","0.61","99.40","19.19","18.16","10.24","512237744","3/28/2021 12:00:00 AM"
"7635","עובדי מדינה - מסלול מתמחה משולב-אג""ח עד 15 אחוז מניות
","קרנות השתלמות","הסתדרות עובדי המדינה","החברה לניהול קרן ההשתלמות לעובדי המדינה בע""מ","202101","4/14/2016 12:00:00 AM","עובדי סקטור מסויים","אג""ח","משולב מניות","0.07","0","-0.09","-0.02","10.51","0.35","","0.54","0.54","5.19","","1.70","","","","","94.10","1.50","0.99","1.32","520032269","3/28/2021 12:00:00 AM"
"7635","עובדי מדינה - מסלול מתמחה משולב-אג""ח עד 15 אחוז מניות
","קרנות השתלמות","הסתדרות עובדי המדינה","החברה לניהול קרן ההשתלמות לעובדי המדינה בע""מ","202102","4/14/2016 12:00:00 AM","עובדי סקטור מסויים","אג""ח","משולב מניות","0.07","0.1","-0.26","-0.29","10.21","0.35","","-0.04","0.50","6.06","","1.98","","","","","94.10","1.51","1.07","1.34","520032269","3/28/2021 12:00:00 AM"
"7798","אלטשולר שחם חיסכון פלוס כללי","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","329.23","48.36","-8.53","272.34","7087.79","0.70","0","1.07","1.07","17.80","","5.61","","","","","92.20","3452.40","3889.88","1810.94","513173393","3/28/2021 12:00:00 AM"
"7798","אלטשולר שחם חיסכון פלוס כללי","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","236.84","47.35","-19.23","170.26","7278.33","0.70","0","0.37","1.44","19.17","","6.02","","","","","92.10","3918.55","3863.68","1949.69","513173393","3/28/2021 12:00:00 AM"
"7799","אלטשולר שחם חיסכון פלוס מניות ","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","250.71","28.2","44.65","267.16","3659.03","0.67","0","1.96","1.96","25.80","","7.95","","","","","93.10","3659.03","3584.84","1708.42","513173393","3/28/2021 12:00:00 AM"
"7799","אלטשולר שחם חיסכון פלוס מניות ","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","176.21","31.72","25.58","170.07","3868.34","0.67","0","1.26","3.24","29.27","","8.93","","","","","92.50","3868.34","3676.85","1864.92","513173393","3/28/2021 12:00:00 AM"
"7800","אלטשולר שחם חיסכון פלוס אג""ח עד 15% במניות","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","123.91","8.35","-10.61","104.95","1205.37","0.69","0","0.60","0.60","14.13","","4.50","","","","","93.80","156.62","298.45","157.25","513173393","3/28/2021 12:00:00 AM"
"7800","אלטשולר שחם חיסכון פלוס אג""ח עד 15% במניות","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","68.96","6.99","-14.97","47","1248.89","0.69","0","-0.21","0.39","14.60","","4.65","","","","","94.20","180.01","262.92","145.63","513173393","3/28/2021 12:00:00 AM"
"7801","אלטשולר שחם חיסכון פלוס אג""ח ללא מניות","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","23.64","3.82","-15.41","4.41","298.13","0.68","0","0.50","0.50","12.67","","4.06","","","","","94.90","0","42.20","33.45","513173393","3/28/2021 12:00:00 AM"
"7801","אלטשולר שחם חיסכון פלוס אג""ח ללא מניות","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","15.2","4.25","-13.98","-3.03","292.67","0.68","0","-0.76","-0.26","12.33","","3.95","","","","","95.30","0.11","29.23","25.41","513173393","3/28/2021 12:00:00 AM"
"7802","אלטשולר שחם חיסכון פלוס כספי","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","שיקלי","כספית","3.47","2.37","-8.35","-7.25","99.59","0.66","0","0.04","0.04","0.39","","0.13","","","","","100","0","0","0","513173393","3/28/2021 12:00:00 AM"
"7802","אלטשולר שחם חיסכון פלוס כספי","קופת גמל להשקעה","אלטשולר שחם בע""מ","אלטשולר שחם גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","שיקלי","כספית","2.19","1.94","-5.76","-5.51","94","0.66","0","-0.02","0.02","0.37","","0.12","","","","","100","0","0","0","513173393","3/28/2021 12:00:00 AM"
"7810","פסגות NEXT גמל להשקעה כללי","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","19.79","6.43","-17.49","-4.13","648.27","0.55","","0.99","0.99","13.51","","4.31","","","","","88.90","299.26","275.51","141.04","513765347","3/28/2021 12:00:00 AM"
"7810","פסגות NEXT גמל להשקעה כללי","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","16.32","5.72","-20.42","-9.82","643.20","0.55","","0.75","1.75","15.58","","4.94","","","","","88.40","306.99","281.27","139.02","513765347","3/28/2021 12:00:00 AM"
"7811","פסגות NEXT גמל להשקעה מניות ","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","6.96","1.55","-3.13","2.28","159.88","0.49","","1.89","1.89","20.68","","6.47","","","","","89.30","159.20","110.07","49.60","513765347","3/28/2021 12:00:00 AM"
"7811","פסגות NEXT גמל להשקעה מניות ","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","2.98","1.3","-5.24","-3.56","158.81","0.49","","1.54","3.46","24.94","","7.70","","","","","89.10","156.60","105.94","47.22","513765347","3/28/2021 12:00:00 AM"
"7812","פסגות NEXT גמל להשקעה אג""ח ","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","2.37","0.37","-0.86","1.14","41.82","0.51","","0.49","0.49","9.03","","2.92","","","","","91.30","","4.94","3.91","513765347","3/28/2021 12:00:00 AM"
"7812","פסגות NEXT גמל להשקעה אג""ח ","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.87","0.63","-0.8","-0.56","40.96","0.51","","-0.65","-0.16","8.85","","2.87","","","","","90.90","","4.97","3.95","513765347","3/28/2021 12:00:00 AM"
"7813","פסגות NEXT גמל להשקעה חו""ל ","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","חו""ל","חו""ל","0.87","0.17","-0.03","0.67","14.31","0.56","","2.32","2.32","16.41","","5.20","","","","","95.70","6.30","13.68","13.90","513765347","3/28/2021 12:00:00 AM"
"7813","פסגות NEXT גמל להשקעה חו""ל ","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","חו""ל","חו""ל","0.28","0.01","-0.09","0.18","14.52","0.56","","0.30","2.63","16.63","","5.26","","","","","95.60","6.55","13.93","13.94","513765347","3/28/2021 12:00:00 AM"
"7814","פסגות NEXT גמל להשקעה אג""ח עד 10% מניות","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","3.28","0.59","-2.36","0.33","86.52","0.54","","0.75","0.75","8.29","","2.69","","","","","91","8.57","15.74","12.60","513765347","3/28/2021 12:00:00 AM"
"7814","פסגות NEXT גמל להשקעה אג""ח עד 10% מניות","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","משולב מניות","1.8","1.09","-1.33","-0.62","85.51","0.54","","-0.39","0.36","8.60","","2.79","","","","","90.20","8.40","15.90","12.80","513765347","3/28/2021 12:00:00 AM"
"7815","פסגות NEXT גמל להשקעה אג""ח קונצרני","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח קונצרניות","0.07","0","-0.13","-0.06","3.36","0.52","","0.64","0.64","8.31","","2.70","","","","","88.70","","0.56","0.57","513765347","3/28/2021 12:00:00 AM"
"7815","פסגות NEXT גמל להשקעה אג""ח קונצרני","קופת גמל להשקעה","פסגות בית השקעות בע""מ","פסגות קופות גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח קונצרניות","0.05","0.03","-0.02","0","3.36","0.52","","-0.04","0.60","8.94","","2.90","","","","","88.70","","0.55","0.56","513765347","3/28/2021 12:00:00 AM"
"7834","אנליסט מסלולית - קופת גמל להשקעה כללי ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","20.57","1.03","-0.93","18.61","327.79","0.65","0","0.46","0.46","17.07","","5.39","","","","","92.60","145.68","105.14","63.08","511880460","3/28/2021 12:00:00 AM"
"7834","אנליסט מסלולית - קופת גמל להשקעה כללי ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","כללי","13.68","2.3","1.39","12.77","341.41","0.65","0","0.35","0.81","19.34","","6.07","","","","","92.60","154.79","112.92","74.72","511880460","3/28/2021 12:00:00 AM"
"7836","אנליסט מסלולית - קופת גמל להשקעה מניות ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","42.61","1.5","20.57","61.68","376.75","0.64","0","0.56","0.56","39.54","","11.75","","","","","96.10","360.90","231.34","76.64","511880460","3/28/2021 12:00:00 AM"
"7836","אנליסט מסלולית - קופת גמל להשקעה מניות ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","29.49","1.6","21.23","49.12","430.43","0.64","0","1.57","2.14","46.21","","13.50","","","","","96.20","418.50","284.92","98.88","511880460","3/28/2021 12:00:00 AM"
"7837","אנליסט מסלולית - קופת גמל להשקעה אג""ח ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.33","0.06","-0.64","-0.37","11.19","0.64","0","0.49","0.49","3.64","","1.20","","","","","91.60","0","0.48","0.62","511880460","3/28/2021 12:00:00 AM"
"7837","אנליסט מסלולית - קופת גמל להשקעה אג""ח ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח","0.49","0.03","0.01","0.47","11.65","0.64","0","-0.02","0.47","4.50","","1.48","","","","","92","0","0.48","0.63","511880460","3/28/2021 12:00:00 AM"
"7839","אנליסט מסלולית - קופת גמל להשקעה שיקלי טווח קצר","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.07","0.04","-0.84","-0.81","8.98","0.61","0","0.05","0.05","0.56","","0.19","","","","","98.60","0","0","0","511880460","3/28/2021 12:00:00 AM"
"7839","אנליסט מסלולית - קופת גמל להשקעה שיקלי טווח קצר","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.06","0.04","-0.44","-0.42","8.55","0.61","0","-0.01","0.04","0.56","","0.19","","","","","99.10","0","0","0","511880460","3/28/2021 12:00:00 AM"
"7842","אנליסט מסלולית - קופת גמל להשקעה חו""ל ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","חו""ל","חו""ל","1.41","0.24","0.18","1.35","19.57","0.64","0","1.42","1.42","21.47","","6.70","","","","","95.30","7.20","16.17","15.47","511880460","3/28/2021 12:00:00 AM"
"7842","אנליסט מסלולית - קופת גמל להשקעה חו""ל ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","חו""ל","חו""ל","1.08","0.05","0.48","1.51","21.03","0.64","0","-0.07","1.35","21.08","","6.58","","","","","95.60","7.74","16.53","16.60","511880460","3/28/2021 12:00:00 AM"
"7843","אנליסט מסלולית - קופת גמל להשקעה פאסיבי- כללי ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","פאסיבי","0.06","0.02","-0.02","0.02","2.66","0.66","0","1.03","1.03","13.77","","4.39","","","","","100","1.08","0.73","0.46","511880460","3/28/2021 12:00:00 AM"
"7843","אנליסט מסלולית - קופת גמל להשקעה פאסיבי- כללי ","קופת גמל להשקעה","אנליסט שירותי ניהול השקעות","אנליסט קופות גמל בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","כללי","פאסיבי","0.3","0.01","0.11","0.4","3.05","0.66","0","0.15","1.18","15.29","","4.86","","","","","100","1.17","0.80","0.48","511880460","3/28/2021 12:00:00 AM"
"7860","מיטב דש גמל להשקעה מסלול מניות ","קופת גמל להשקעה","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","4.88","0.65","4","8.23","108.17","0.50","0","1","1","21.79","","6.79","","","","","91.80","107.24","74.12","31.55","512065202","3/28/2021 12:00:00 AM"
"7860","מיטב דש גמל להשקעה מסלול מניות ","קופת גמל להשקעה","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","מניות","מניות ","3.42","0.78","1.01","3.65","113.73","0.50","0","1.89","2.91","27.46","","8.42","","","","","91.50","112.42","76.41","33.58","512065202","3/28/2021 12:00:00 AM"
"7861","מיטב דש גמל להשקעה מסלול שיקלי טווח קצר","קופת גמל להשקעה","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.11","0.37","-1.41","-1.67","8.52","0.51","0","0.04","0.04","0.48","","0.16","","","","","97.90","0","0.04","0","512065202","3/28/2021 12:00:00 AM"
"7861","מיטב דש גמל להשקעה מסלול שיקלי טווח קצר","קופת גמל להשקעה","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","שיקלי","שקלי טווח קצר","0.15","0.05","-0.8","-0.7","7.81","0.51","0","0.01","0.05","0.48","","0.16","","","","","97.60","0","0.04","0","512065202","3/28/2021 12:00:00 AM"
"7862","מיטב דש גמל להשקעה מסלול אג""ח ","קופת גמל להשקעה","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","0.53","0.07","-0.79","-0.33","14.02","0.54","0","0.49","0.49","9.63","","3.11","","","","","94.20","0","1.61","0.82","512065202","3/28/2021 12:00:00 AM"
"7862","מיטב דש גמל להשקעה מסלול אג""ח ","קופת גמל להשקעה","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202102","11/10/2016 12:00:00 AM","כלל האוכלוסיה","אג""ח","אג""ח ללא מניות","0.34","0.05","0.15","0.44","14.41","0.54","0","-0.28","0.21","9.75","","3.15","","","","","94.10","0","1.58","0.80","512065202","3/28/2021 12:00:00 AM"
"7863","מיטב דש גמל להשקעה מסלול הלכה","קופת גמל להשקעה","מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ","202101","11/10/2016 12:00:00 AM","כלל האוכלוסיה","הלכתי","הלכה יהודית","0.62","0.15","0.04","0.51","15.43","0.63","0","0.78","0.78","9.26","","3","","","","","99.70","6.31","5.64","1.82","512065202","3/28/2021 12:00:00 AM"
